4.134412689657005, 1.329483301433341e-16
4.242899697207598, 1.455260774270998e-16
4.431449694787901, 1.5496007076525483e-16
4.475952552728444, 1.6663766149995603e-16
4.807601219024875, 1.851173783929027e-16
4.8641330970921075, 2.0220089337814135e-16
5.018297259917269, 2.1485238374728035e-16
5.13474626147984, 2.29959380619959e-16
5.360026387027894, 2.604113338538097e-16
5.501114125327696, 2.434056326626756e-16
5.626221956682883, 2.807101792917934e-16
5.847793613151488, 3.0498203739540706e-16
6.308424185916827, 3.4268788874437664e-16
7.099664008997166, 3.8039539207122656e-16
7.688017083529125, 4.0998788916216096e-16
10.033877199035587, 4.411821008739899e-16
13.558148795165621, 4.2845685160946216e-16
16.74099640682671, 4.045734854968704e-16
19.74793779070692, 3.8224958682240297e-16
22.578558931720522, 3.6179515574717105e-16
25.58375643387606, 3.435161782323462e-16
28.7657007398956, 3.2519460856908843e-16
31.9486487188502, 3.069805028342871e-16
35.1315966978048, 2.897865666809506e-16
38.489474832610945, 2.7414562484661036e-16
42.19737204192989, 2.6035220504473396e-16
46.07895850238068, 2.486542669325666e-16
49.95882047024305, 2.3863914058276564e-16
53.837204301601055, 2.2998364584580747e-16
57.71427423384407, 2.2246448719737033e-16
61.59044086044553, 2.1573978810587852e-16
65.46529358793202, 2.0999466584991106e-16
69.33907877238755, 2.0501854763580895e-16
73.21212488859092, 2.0057777112762628e-16
77.08459617393149, 1.965514041839743e-16
80.95599991624113, 1.931863222117932e-16
84.8265824716039, 1.9031888569920273e-16
88.69675443349325, 1.8771113762561108e-16
92.56635156451978, 1.854393509838179e-16
96.43553810207288, 1.834072078858809e-16
100.30488887701537, 1.813133752504583e-16
104.17382905848439, 1.794510193748171e-16
108.04260500256404, 1.776900355803504e-16
111.91154518403309, 1.7586489674903712e-16
115.77966417855524, 1.7446187522162585e-16
119.64786529177209, 1.7302998983605654e-16
123.51590216759956, 1.7168932210253976e-16
127.38352844995362, 1.705563264462209e-16
131.25140108839173, 1.69313190863329e-16
135.11902737074578, 1.6819587554367744e-16
138.9863251783211, 1.6724071071891799e-16
142.85370510459106, 1.6625248224089157e-16
146.72042808130357, 1.6557642532514002e-16
150.58780800757356, 1.645980311405379e-16
154.45461310298074, 1.6389076078455535e-16
158.32141819838793, 1.631865295375645e-16
162.18805905640573, 1.625605646797873e-16
166.05469991442354, 1.6193700095159038e-16
169.9215871285254, 1.6120384577341105e-16
173.7883101052379, 1.6054831887052212e-16
177.6544582510876, 1.6015475143699953e-16
181.52077063432665, 1.5968820368650066e-16
185.38683666148165, 1.593336223857299e-16
189.2538059942782, 1.5857554307940965e-16
193.12036473360132, 1.580038353101378e-16
196.98585592989352, 1.5790865140454424e-16
200.85159348226978, 1.577039727245746e-16
204.71823434028758, 1.570990383274943e-16
207.70563033429494, 1.5683766885517264e-16
