2,2.20E-16,0
4,8.30E-16,0
6,8.80E-16,0
8,9.00E-16,0
10,8.90E-16,3.20E-16
12,8.50E-16,0
20,8.50E-16,0
30,7.10E-16,0
50,4.90E-16,0
75,3.80E-16,0
100,3.10E-16,1.10E-16
150,2.30E-16,0
200,1.80E-16,0
300,1.40E-16,0
400,1.10E-16,0
