2,1.20E-15,0
4,2.40E-15,0
6,2.50E-15,0
8,2.40E-15,0
10,2.30E-15,8.00E-16
12,2.30E-15,0
20,2.10E-15,0
30,1.70E-15,0
50,1.20E-15,0
75,8.30E-16,0
100,6.80E-16,2.40E-16
150,4.70E-16,0
200,4.00E-16,0
300,2.80E-16,0
400,2.10E-16,0
