20,6.10E-21
25,1.26E-20
30,1.76E-20
35,2.15E-20
40,2.39E-20
45,2.49E-20
50,2.49E-20
55,2.49E-20
60,2.5E-20
65,2.52E-20
70,2.54E-20
75,2.54E-20
80,2.53E-20
85,2.52E-20
90,2.51E-20
95,2.49E-20
100,2.46E-20
105,2.47E-20
110,2.47E-20
115,2.46E-20
120,2.45E-20
125,2.44E-20
130,2.42E-20
135,2.4E-20
140,2.4E-20
145,2.37E-20
150,2.35E-20
155,2.32E-20
160,2.3E-20
165,2.25E-20
170,2.23E-20
175,2.19E-20
180,2.15E-20
