2,7.4E-16,0
4,1.7E-15,0
6,1.8E-15,0
8,1.8E-15,0
10,1.8E-15,7.5E-16
12,1.8E-15,0
50,1.00E-15,0
75,7.70E-16,0
100,5.70E-16,2.40E-16
150,4.50E-16,0
200,3.80E-16,0
300,2.40E-16,0
400,2.30E-16,0
